"clade_name","clade_taxid","TS8S","TS8","TS7S","TS7","TS5S","TS5","TS55S","TS55","TS54S","TS54","TS53S","TS53","TS52S","TS52","TS51S","TS51","TS50S","TS50","TS4S","TS4","TS42S","TS42","TS41S","TS41","TS40S","TS40","TS3S","TS3","TS38S","TS38","TS35S","TS35","TS32S","TS32","TS31S","TS31","TS30S","TS30","TS29S","TS29","TS28S","TS28","TS27S","TS27","TS26S","TS26","TS24S","TS24","TS22S","TS22","TS20S","TS20","TS18S","TS18","TS17S","TS17","TS16S","TS16","TS14S","TS14","TS13S","TS13","TS12S","TS12","TS11S","TS11"
"s__Methanobrevibacter_smithii","2157|28890|183925|2158|2159|2172|2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52327,0,0,0,0,0,3724,5262,0,0,0,0,0,0,0,0,57775,0,0,0,0,2553,0,0,0,0,0,0
"s__Actinobaculum_sp_oral_taxon_183","2|201174|1760|2037|2049|76833|712888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0
"s__Actinomyces_johnsonii","2|201174|1760|2037|2049|1654|544581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_naeslundii","2|201174|1760|2037|2049|1654|1655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4919,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_odontolyticus","2|201174|1760|2037|2049|1654|1660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_oris","2|201174|1760|2037|2049|1654|544580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0
"s__Actinomyces_sp_HMSC035G02","2|201174|1760|2037|2049|1654|1739406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_sp_HPA0247","2|201174|1760|2037|2049|1654|1203556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_sp_ICM47","2|201174|1760|2037|2049|1654|936548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Actinomyces_sp_oral_taxon_448","2|201174|1760|2037|2049|1654|712124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,0,0,0
"s__Actinomyces_turicensis","2|201174|1760|2037|2049|1654|131111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,1606,0,0,0,0,0,0,0,0,0,145,0,0,6488,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Varibaculum_cambriense","2|201174|1760|2037|2049|184869|184870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bifidobacterium_adolescentis","2|201174|1760|85004|31953|1678|1680",18020,302513,106645,23050,769012,695777,251633,2530,370355,95140,186485,677,121516,228,456302,392315,1105612,524,71490,836,1632,1655,33253,29681,1166,65826,641325,23071,1196,2752,75481,207674,7844,58106,238205,66829,95501,338101,341462,6442,807281,31499,151114,139586,354507,1124147,39874,71022,1250,777,10261,39188,163035,239571,243774,147940,555,1244,1392663,127956,229006,141918,1262,20421,46215,1277
"s__Bifidobacterium_angulatum","2|201174|1760|85004|31953|1678|1683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bifidobacterium_animalis","2|201174|1760|85004|31953|1678|28025",0,0,0,0,0,0,0,0,39158,0,0,0,0,0,0,0,0,69311,0,0,0,52468,0,0,0,0,4924,0,0,0,0,0,16448,434,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,65228,0,0,0,0,0,3525,0,0,0,0,90326,142185,0,0,123,0
"s__Bifidobacterium_bifidum","2|201174|1760|85004|31953|1678|1681",0,0,59,0,164868,177841,248,217,394,102522,516,466,45588,0,264115,325856,0,0,0,0,25,80,0,54081,0,0,0,0,0,243,113229,0,0,0,0,0,0,42065,0,0,0,27873,0,0,80,316429,54171,0,0,0,0,0,58763,86835,281,0,85813,0,142704,65511,139344,34056,253635,0,0,0
"s__Bifidobacterium_breve","2|201174|1760|85004|31953|1678|1685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bifidobacterium_catenulatum","2|201174|1760|85004|31953|1678|1686",0,0,0,0,0,0,19674,0,639,0,7039,0,0,0,2733,0,709836,0,0,0,0,0,0,0,0,0,178931,0,0,0,345,0,0,4008,0,0,0,0,142110,2962,473,0,0,0,244,0,6658,0,0,0,0,0,12682,0,0,0,0,0,0,0,21821,26748,0,12009,0,0
"s__Bifidobacterium_dentium","2|201174|1760|85004|31953|1678|1689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bifidobacterium_longum","2|201174|1760|85004|31953|1678|216816",138194,133386,62311,9591,280486,204058,63771,577186,2931,39460,44014,637,50651,9955,42603,140444,1478273,95208,34158,356048,245802,310062,80789,47502,207561,637383,160837,134492,343,155439,115408,200166,4139,10072,16445,14580,19069,267996,289341,47172,199037,12353,48263,11690,30310,165588,109064,164980,181494,221,55853,27273,101235,127388,153143,41044,90258,368,118604,17425,190649,254675,633430,95717,1035,84636
"s__Bifidobacterium_pseudocatenulatum","2|201174|1760|85004|31953|1678|28026",0,39474,0,3737,161,0,197,126,802,4144,0,66716,0,2277,0,31324,69003,89095,0,0,44,488,8932,168499,132811,649775,83928,146513,0,203,18321,313158,85,848,3462,52423,0,497,1801,104,113696,54246,6274,0,74719,0,11362,81,72747,0,22799,81163,3285,103192,0,0,193307,0,41892,16820,1042,597,0,0,124,44
"s__Corynebacterium_argentoratense","2|201174|1760|85007|1653|1716|42817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0
"s__Corynebacterium_durum","2|201174|1760|85007|1653|1716|61592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Lawsonella_clevelandensis","2|201174|1760|85007||1847725|1528099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0
"s__Rothia_mucilaginosa","2|201174|1760|85006|1268|32207|43675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,190,677,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Atopobium_minutum","2|201174|84998|84999|1643824|1380|1381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0
"s__Collinsella_aerofaciens","2|201174|84998|84999|84107|102106|74426",28361,166392,453,17022,115598,245219,179611,439,109878,107404,186207,56119,0,0,232803,164203,380989,72985,5268,0,76,635,43532,37540,0,313,268320,149687,0,319,511,56897,3881,32659,17938,1164,97,152,1180,985,339512,106154,14627,38852,316,107,60841,151664,0,452,29795,12176,71378,45056,195314,94041,41603,91,214563,75224,100494,187667,154,97785,116645,323
"s__Collinsella_intestinalis","2|201174|84998|84999|84107|102106|147207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7141,0,0,0,0,0,0,0,0,0,0,0,6502,0,131,10420,0,0,0,0,0,21843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46783
"s__Collinsella_stercoris","2|201174|84998|84999|84107|102106|147206",0,320,0,0,0,449,255,0,309,273,432,41,2508,0,440,454,800,0,0,0,0,0,0,0,0,0,599,338,0,0,0,0,0,0,0,0,47,5421,430,464,620,390,0,0,0,14254,0,92,0,0,0,0,0,0,865,485,0,0,177,532,0,0,0,0,0,189
"s__Adlercreutzia_equolifaciens","2|201174|84998|1643822|1643826|447020|446660",5099,36872,17302,26,3948,15546,3463,0,6938,1674,2399,6138,1690,5661,5588,6216,853,26020,0,0,0,0,9176,6472,10278,0,19446,10459,0,34221,6048,5606,1339,5325,4397,1567,6730,7200,4045,2918,14420,18673,2387,2873,25600,8976,7512,9714,27273,11799,31901,6573,2474,5137,10143,1176,2603,0,11684,4142,6195,11274,12429,4758,17024,4951
"s__Asaccharobacter_celatus","2|201174|84998|1643822|1643826|553372|394340",3969,43259,35633,871,5066,37829,3403,0,6856,1567,2702,2487,4337,13192,6420,6656,128,21414,600,0,0,0,18227,5534,22576,0,19508,11888,0,41196,8757,6689,3691,14807,4211,1895,5083,5542,12885,10910,30613,16278,7340,7798,23934,5594,13942,14044,25908,8360,31843,5878,3522,4597,18445,4629,7433,0,17537,7726,10871,9907,9507,3746,38120,6325
"s__Eggerthella_lenta","2|201174|84998|1643822|1643826|84111|84112",0,2313,25964,0,0,2907,29278,57516,1875,0,44638,1958,0,0,0,0,0,17308,0,10170,59294,70916,0,0,19779,41357,4098,1096,45849,15924,71741,29975,0,2302,150,9156,1889,150,3408,18030,14480,24616,511,0,19027,233,1963,1447,11188,40042,9356,234,0,4896,849,323,2633,29210,11978,2152,1394,655,67272,22121,9187,15195
"s__Enterorhabdus_caecimuris","2|201174|84998|1643822|1643826|580024|671266",0,173,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,76,0,0,143,0,0,0,0,0,0,0,0,0,0,50,191,0,0,256,0,0,0,252,0,282,0,0,0,26,0,0,0,0,0,0,24,0,0,50,0
"s__Gordonibacter_pamelaeae","2|201174|84998|1643822|1643826|644652|471189",845,180,5540,0,2243,14847,5530,7646,1716,2859,7024,2521,0,180,274,394,91,789,0,148,23526,22903,0,0,13949,6223,13275,6325,11028,3555,42564,10719,0,6188,0,1366,1091,3509,1652,14403,4909,5963,1252,5962,5462,2227,6118,3156,3482,8277,49291,8885,378,4988,14371,1166,4285,1330,1849,0,2869,11908,13098,2178,3698,2346
"s__Slackia_isoflavoniconvertens","2|201174|84998|1643822|1643826|84108|572010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8553,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7961,0,0,0,0
"s__Bacteroides_caccae","2|976|200643|171549|815|816|47678",19985,20191,0,3730,0,0,8114,0,30006,59474,2669,0,0,0,9927,5939,2884,149657,0,374,5488,33290,11043,6903,120795,0,10299,5445,444,0,0,21621,49013,13803,101507,86493,0,0,0,0,0,82209,9699,9356,57426,9441,135085,168869,29073,12736,88251,4112,0,136327,18089,304069,210111,11734,0,56437,0,24589,78302,53,0,0
"s__Bacteroides_cellulosilyticus","2|976|200643|171549|815|816|246787",0,0,1507,0,0,0,0,0,0,0,0,4280,0,0,0,5000,0,0,0,0,55030,10296,0,0,0,0,8859,3759,0,0,0,0,54101,31643,22284,16777,0,0,4298,0,0,0,0,684,120011,27800,0,131238,0,0,0,0,0,0,10314,40503,42846,0,0,0,0,0,0,0,101407,0
"s__Bacteroides_clarus","2|976|200643|171549|815|816|626929",0,0,0,0,0,0,0,93119,0,0,0,0,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38427,0,0,0
"s__Bacteroides_coprocola","2|976|200643|171549|815|816|310298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_dorei","2|976|200643|171549|815|816|357276",15744,15347,12346,0,0,0,8500,127377,440,0,2361,10426,0,0,103,1096,0,0,0,14260,0,0,5791,789,0,115,7093,29766,379937,162403,122,0,0,0,33483,0,26675,33962,239053,65383,0,0,0,4737,0,0,0,0,225376,79871,516458,21927,0,0,0,0,0,0,0,0,54207,103732,0,0,256593,208967
"s__Bacteroides_eggerthii","2|976|200643|171549|815|816|28111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170790,207468,65329,115396,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91473,165695
"s__Bacteroides_faecis","2|976|200643|171549|815|816|674529",0,0,0,0,0,0,0,0,0,30836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4548,8112,0,0,0,0,26920,15931,0,0,0,0,79795,382122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71183,5502,39814,0,0,2535,11113,0,0,26922,53750
"s__Bacteroides_faecis_CAG_32","2|976|200643|171549|815|816|1263044",0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,316,0,0,0,0,0,0,189,0
"s__Bacteroides_finegoldii","2|976|200643|171549|815|816|338188",0,0,0,0,0,0,12265,0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,24266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_fragilis","2|976|200643|171549|815|816|817",0,0,52,0,15546,37815,1739991,82531,5953,27576,1827122,26556,0,0,0,0,0,34983,6333,7710,1028,2380,0,0,103576,176230,3862,0,1077,75219,424,0,3637,40830,46285,124649,70557,5090,39563,236,1117,37563,4659,0,43121,0,15641,3188,64912,27631,99,14834,0,72871,8766,428665,15177,9206,36454,0,9573,0,0,0,1961,3131
"s__Bacteroides_galacturonicus","2|976|200643|171549|815|816|384639",0,0,0,0,0,0,450,0,2776,901,154,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_intestinalis","2|976|200643|171549|815|816|329854",0,0,0,11582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17136,9259,0,0,0,0,0,0,0,0,0,0,0,0,78486,13775,168214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47774,0,0,0,1414,0,0,0,0
"s__Bacteroides_massiliensis","2|976|200643|171549|815|816|204516",10428,15253,0,0,0,0,5237,0,0,0,2672,0,0,0,1968,0,0,0,0,0,0,8501,9419,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_ovatus","2|976|200643|171549|815|816|28116",46244,28109,3161,2214,9926,2486,206131,21831,638,0,255097,7158,28462,91860,5516,2711,1291,202684,17652,0,8852,5946,2959,2255,1624,1132,10435,4837,385765,991908,48154,110734,35140,12926,0,0,138379,23841,6204,241,2149,60554,0,780,88381,13121,16832,128901,70090,3962,53595,37453,0,82628,0,1920,4635,23428,112867,42906,7796,6942,27281,391,0,1203
"s__Bacteroides_plebeius","2|976|200643|171549|815|816|310297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77275,0,0,89234,0,0,0,0,0,0,0,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137297,0,0,0,0,0,0
"s__Bacteroides_salyersiae","2|976|200643|171549|815|816|291644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,761,32775,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_sp_CAG_462","2|976|200643|171549|815|816|1262740",0,46492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacteroides_stercoris","2|976|200643|171549|815|816|46506",54288,80828,0,0,17007,24483,222477,0,95592,267708,178510,0,0,0,0,0,0,0,0,0,0,320,45928,0,0,0,0,4929,0,0,0,0,0,0,0,0,0,0,0,18145,847,205013,0,0,0,0,0,0,677607,0,0,0,0,0,0,0,0,0,192,45240,0,0,0,4874,108509,9955
"s__Bacteroides_thetaiotaomicron","2|976|200643|171549|815|816|818",5215,5507,9857,0,3542,2165,91300,0,0,0,81375,5583,158,0,0,0,0,48168,18043,0,11447,0,2503,582,19203,83102,0,0,0,0,115344,36206,0,0,21946,36374,0,0,0,0,0,94246,745,0,38018,0,0,44283,0,0,78697,7460,0,0,0,0,0,0,5259,18875,0,221,0,0,0,1572
"s__Bacteroides_uniformis","2|976|200643|171549|815|816|820",75577,79533,33843,9313,144835,73067,208635,5660,112833,326900,199522,39002,16600,74863,47730,10055,1031,507990,54224,1790,175988,59669,92985,66369,192644,574021,155141,210061,630356,297191,123907,152052,951057,178640,388610,83633,165092,30665,291141,141681,2263,126857,12573,10782,353761,30908,67536,365055,324592,92582,268087,270,8221,48824,17895,325249,180593,149194,204373,23047,155485,135744,98077,7664,95891,385841
"s__Bacteroides_vulgatus","2|976|200643|171549|815|816|821",84210,59663,2460,5683,42428,15081,127131,419708,125720,374120,62771,268194,60291,64982,58393,14760,4387,164025,132790,26786,89431,37520,187784,31747,24887,2048,11038,12156,3488,902179,442996,85411,239612,123855,254222,348153,325108,1122,5341,258838,2145,241930,23950,12482,240242,55484,16521,388928,1519,1166,0,26191,8222,233085,67242,496914,65208,55723,203717,212395,1025,1465,32590,2615,2053,1299
"s__Bacteroides_xylanisolvens","2|976|200643|171549|815|816|371601",6719,671,887,0,1555,0,254715,73283,44920,60526,336601,24397,0,0,178,0,0,0,89747,8333,0,341,451,0,0,0,0,863,3977,1041,193285,74565,3569,443,5633,7424,0,0,721,206023,0,25471,0,541,0,0,0,0,230,0,0,0,529,0,6644,565468,43235,91951,25026,0,721,181,0,0,13734,22876
"s__Barnesiella_intestinihominis","2|976|200643|171549|2005519|397864|487174",84069,6885,5655,4740,0,50071,0,0,0,0,0,0,0,7975,18893,19366,0,0,0,0,0,0,84334,32259,0,0,0,0,0,0,1960,33769,72313,37926,144583,7292,0,0,55389,61073,0,0,2137,806,0,0,0,0,0,0,237614,89876,0,27165,10570,0,4508,0,0,118357,18208,19196,0,0,0,0
"s__Coprobacter_fastidiosus","2|976|200643|171549|2005519|1348911|1099853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0
"s__Coprobacter_sp","2|976|200643|171549|2005519|1348911|1941478",0,0,0,0,1630,0,0,0,0,0,0,0,0,3171,0,0,0,0,0,0,380,2565,0,0,7717,0,7628,5232,0,1233,0,0,0,0,0,0,6178,3729,0,0,0,7350,0,0,681,2257,21849,13485,2028,0,0,0,0,0,0,0,0,0,12406,0,0,0,0,0,0,0
"s__Butyricimonas_synergistica","2|976|200643|171549|1853231|574697|544644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0
"s__Butyricimonas_virosa","2|976|200643|171549|1853231|574697|544645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,0,0,0,128,28608,0,0,0,0,7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18306,0,0,0,0,0,0
"s__Odoribacter_laneus","2|976|200643|171549|1853231|283168|626933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Odoribacter_splanchnicus","2|976|200643|171549|1853231|283168|28118",19997,873,0,0,4654,0,37568,0,4207,110306,31935,5915,0,0,11420,6015,0,33789,2774,0,0,0,36044,11555,0,0,4014,10757,0,16764,3610,11347,48603,4971,61322,0,0,0,22683,51640,0,0,0,3982,33404,4611,0,0,0,0,38512,11177,0,5526,2887,25233,6994,0,0,39270,5080,8432,0,0,32285,14823
"s__Porphyromonas_asaccharolytica","2|976|200643|171549|171551|836|28123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
