"clade_name","clade_taxid","TS8S","TS8","TS7S","TS7","TS5S","TS5","TS55S","TS55","TS54S","TS54","TS53S","TS53","TS52S","TS52","TS51S","TS51","TS50S","TS50","TS4S","TS4","TS42S","TS42","TS41S","TS41","TS40S","TS40","TS3S","TS3","TS38S","TS38","TS35S","TS35","TS32S","TS32","TS31S","TS31","TS30S","TS30","TS29S","TS29","TS28S","TS28","TS27S","TS27","TS26S","TS26","TS24S","TS24","TS22S","TS22","TS20S","TS20","TS18S","TS18","TS17S","TS17","TS16S","TS16","TS14S","TS14","TS13S","TS13","TS12S","TS12","TS11S","TS11"
"s__Porphyromonas_sp_HMSC065F10","2|976|200643|171549|171551|836|1739394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Paraprevotella_clara","2|976|200643|171549|171552|577309|454154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0
"s__Paraprevotella_xylaniphila","2|976|200643|171549|171552|577309|454155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7238,0,0,0,0,0,0,0,0,0,2232
"s__Prevotella_buccalis","2|976|200643|171549|171552|838|28127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Prevotella_copri","2|976|200643|171549|171552|838|165179",0,0,0,0,0,0,408864,0,0,0,161902,0,0,0,154091,276135,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15002,9317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374566,0,11614,0,0,0,0
"s__Prevotella_sp_AM42_24","2|976|200643|171549|171552|838|2293125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Prevotella_sp_CAG_1031","2|976|200643|171549|171552|838|1262917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615,0,0
"s__Prevotella_sp_CAG_279","2|976|200643|171549|171552|838|1262924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Alistipes_finegoldii","2|976|200643|171549|171550|239759|214856",26799,0,2363,687,9228,9454,4872,76267,16597,87040,2678,0,0,0,0,0,222,182,0,13632,1628,18764,744,17750,33245,0,48029,16480,0,11948,9025,142799,6373,4320,8549,1559,205,21139,83694,5643,80,94217,2708,6723,26138,31498,927,0,7294,8060,16937,14244,0,0,3508,0,100864,0,463,205,33521,23880,2353,0,0,0
"s__Alistipes_indistinctus","2|976|200643|171549|171550|239759|626932",11125,0,0,0,0,0,0,0,0,438,0,0,0,0,29308,33648,0,0,0,0,5305,2771,0,0,0,0,3945,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,746,157,0,0,0,36052,0,0,0,0,0,0
"s__Alistipes_inops","2|976|200643|171549|171550|239759|1501391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4342,0,0,0,0,0,0,0,0,36455,0,0,0,0,0,0,0,0,0,0,0,0
"s__Alistipes_onderdonkii","2|976|200643|171549|171550|239759|328813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,0,0,0,0,0,0,0,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Alistipes_putredinis","2|976|200643|171549|171550|239759|28117",224253,35132,26621,5318,52143,39953,1338,901,49818,200609,729,43429,12748,0,211659,88028,55,0,0,722,104306,644,270068,77973,36732,299,130544,110596,83872,128699,7402,119816,88587,41770,120510,0,157717,28769,124284,325747,847,53,18276,54245,158219,140826,40061,123409,199946,19130,127442,116337,740,152,32245,163635,12074,0,331,241736,161784,215326,37038,8027,0,98566
"s__Alistipes_shahii","2|976|200643|171549|171550|239759|328814",12818,160,0,0,1971,232,0,0,0,9903,0,7073,0,0,27047,23949,0,0,0,0,8351,0,7324,4393,0,0,13170,2249,0,0,1972,9694,27699,13434,59939,15088,0,0,40691,5760,0,0,1552,0,6497,9892,6124,13432,5057,385,25581,20939,0,0,2395,6908,0,0,0,43196,0,12100,5666,0,29088,8671
"s__Parabacteroides_distasonis","2|976|200643|171549|2005525|375288|823",16399,24187,3975,1197,9162,1371,1354,199387,2829,230614,514,4483,2605,0,36035,8885,467,0,0,36055,0,487,18873,4481,3357,34000,4226,3204,0,103822,20026,56246,90356,5525,0,0,46487,3237,32158,78225,0,34256,0,0,45240,3441,19768,174369,0,0,14179,4383,0,0,2334,48917,41579,3133,0,28725,5009,6845,0,242,27118,8893
"s__Parabacteroides_goldsteinii","2|976|200643|171549|2005525|375288|328812",0,0,0,0,0,0,0,0,0,2959,0,0,0,0,0,0,0,0,0,0,0,0,2487,934,0,0,0,0,0,0,7018,0,0,0,0,0,13983,240,0,0,0,0,0,0,0,0,0,0,0,0,512605,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Parabacteroides_johnsonii","2|976|200643|171549|2005525|375288|387661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Parabacteroides_merdae","2|976|200643|171549|2005525|375288|46503",0,0,0,3889,0,52256,13096,0,19416,9541,5346,0,7015,5324,7601,5370,12830,0,0,0,0,0,31518,11977,71408,219419,5210,7652,0,134830,82249,32102,35664,13876,0,0,42359,2236,147528,0,0,0,0,4387,70943,22041,28649,0,56133,10774,0,0,6783,53264,6772,66289,69247,30821,0,44396,11273,23919,0,0,67419,48794
"s__Parabacteroides_sp_CAG_409","2|976|200643|171549|2005525|375288|1262913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Arthrospira_platensis","2|1117||1150|1892252|35823|118562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,11389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Bacillus_intestinalis","2|1239|91061|1385|186817|1386|1963032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0
"s__Gemella_sanguinis","2|1239|91061|1385||1378|84135",0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Listeria_monocytogenes","2|1239|91061|1385|186820|1637|1639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Staphylococcus_argenteus","2|1239|91061|1385|90964|1279|985002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Staphylococcus_aureus","2|1239|91061|1385|90964|1279|1280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Enterococcus_faecalis","2|1239|91061|186826|81852|1350|1351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9973,0
"s__Lactobacillus_acidophilus","2|1239|91061|186826|33958|1578|1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146,0,0,0,0,0,0,0,0,0,0
"s__Lactobacillus_fermentum","2|1239|91061|186826|33958|1578|1613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0
"s__Lactobacillus_rhamnosus","2|1239|91061|186826|33958|1578|47715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Lactobacillus_rogosae","2|1239|91061|186826|33958|1578|706562",0,0,0,0,0,0,760,0,433,0,1218,0,0,0,0,0,0,0,0,292,0,0,1172,0,0,0,0,108,0,0,0,0,0,0,0,0,1235,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,234,0,589,0,0,1237,0,0,0,0,0,0,0
"s__Lactococcus_lactis","2|1239|91061|186826|1300|1357|1358",0,0,0,0,0,0,0,9272,2133,0,0,0,0,0,0,0,0,0,0,5394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0
"s__Streptococcus_anginosus_group","2|1239|91061|186826|1300|1301|671232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4210,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_australis","2|1239|91061|186826|1300|1301|113107",0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_gordonii","2|1239|91061|186826|1300|1301|1302",0,80,0,0,0,0,2292,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_lutetiensis","2|1239|91061|186826|1300|1301|150055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_mutans","2|1239|91061|186826|1300|1301|1309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_oralis","2|1239|91061|186826|1300|1301|1303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_parasanguinis","2|1239|91061|186826|1300|1301|1318",0,0,1904,0,0,0,3385,0,2944,0,2685,605,0,0,0,0,0,100,0,0,184,0,0,0,0,0,1316,1213,2027,230,571,0,0,433,0,0,248,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,35,0,0,284,0,0,0,0,36,739,0,0,704,256
"s__Streptococcus_salivarius","2|1239|91061|186826|1300|1301|1304",0,601,1653,0,188,994,35941,1094,7888,0,28710,2773,784,328,470,2191,0,867,0,363,7176,605,649,1492,0,0,546,3901,10011,5900,5513,0,1948,32997,0,0,9519,17231,34,0,0,869,0,0,1988,0,0,739,333,151,0,0,12472,4717,5206,3043,727,1695,1014,377,1182,7258,1152,764,317,639
"s__Streptococcus_salivarius_CAG_79","2|1239|91061|186826|1300|1301|1263109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_sanguinis","2|1239|91061|186826|1300|1301|1305",0,0,0,0,0,0,401,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_sp_A12","2|1239|91061|186826|1300|1301|1759399",0,0,0,0,0,0,670,704,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,217,0,0
"s__Streptococcus_sp_F0442","2|1239|91061|186826|1300|1301|999425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Streptococcus_thermophilus","2|1239|91061|186826|1300|1301|1308",3362,0,9705,547,0,0,680,9113,10365,164,0,0,0,0,0,0,0,0,0,11039,147,0,0,0,0,3223,0,0,0,0,1440,0,0,2826,0,0,0,7178,9608,45185,85888,44416,0,0,429,0,0,0,229,1829,0,0,0,0,0,5677,1050,0,9029,0,0,0,0,1734,0,0
"s__Streptococcus_vestibularis","2|1239|91061|186826|1300|1301|1343",0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Catabacter_hongkongensis","2|1239|186801|186802|424536|270497|270498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,264,162,0,0,538,0,32,94,0,0,0,0,0,0,0,0
"s__Christensenella_minuta","2|1239|186801|186802|990719|990721|626937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,379,64,0,0,387,65,0,0,0,2332,0,23631,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,1444,0,0
"s__Butyribacterium_methylotrophicum","2|1239|186801|186802|31979|1485|1487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_bolteae_CAG_59","2|1239|186801|186802|31979|1485|1263064",0,0,0,0,0,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,10595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0
"s__Clostridium_disporicum","2|1239|186801|186802|31979|1485|84024",0,0,0,0,0,0,6391,0,0,0,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,8483,0,0,0,0,0,35511,2974,0,21840,0,0,0,36614,6180,0,0,0,0,0,0,0,34166,7554,0,0,2522,468,40549,0,2740,1764,0,0,1318,45,1265,0,0,0,0,0
"s__Clostridium_paraputrificum","2|1239|186801|186802|31979|1485|29363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_perfringens","2|1239|186801|186802|31979|1485|1502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_sp_CAG_167","2|1239|186801|186802|31979|1485|1262777",686,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,3278,0,0,0,591,0,7034,0,0,0,10214,0,0,4782,6089,0,0,0,0,0,0,11074,0,29,6953,0,0,0,0,5760,0,0,0,0,0,0,0,164,0,0,0,0,1268
"s__Clostridium_sp_CAG_242","2|1239|186801|186802|31979|1485|1262783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,9302,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_sp_CAG_253","2|1239|186801|186802|31979|1485|1262785",0,0,0,0,0,0,2773,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,758,605,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_sp_CAG_299","2|1239|186801|186802|31979|1485|1262792",0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,9106,0,304,3122,0,0,0,0,0,6306,730
"s__Clostridium_sp_CAG_58","2|1239|186801|186802|31979|1485|1262824",0,0,3558,0,0,3611,15922,0,0,6157,16013,1999,0,96,2227,0,9999,0,0,6476,0,6934,0,560,3582,0,2704,2034,2775,6025,710,9827,0,5972,0,0,1404,842,0,2856,1275,9267,0,0,7146,4508,239,9082,1994,7255,586,0,0,0,2137,1235,0,238,2233,376,483,96,0,994,0,0
"s__Clostridium_sp_CAG_964","2|1239|186801|186802|31979|1485|1262848",1163,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72147,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridium_sp_D5","2|1239|186801|186802|31979|1485|556261",0,0,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6412,0,0,0,0,0,0,0,0,0
"s__Clostridium_ventriculi","2|1239|186801|186802|31979|1485|1267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,8187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69578,0,0,0,0,0
"s__Hungatella_hathewayi","2|1239|186801|186802|31979|1649459|154046",0,0,1922,0,0,25522,0,10927,0,0,391,0,0,0,0,0,0,517,0,0,0,0,0,0,38715,3754,0,0,0,0,42868,0,0,0,563,1237,0,0,6606,0,261,2883,0,2740,0,0,0,509,0,2234,340083,0,0,16228,0,0,0,0,0,0,0,0,33949,2223,0,0
"s__Eubacterium_brachy","2|1239|186801|186802|543314||35517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0
"s__Mogibacterium_diversum","2|1239|186801|186802|543314|86331|114527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Clostridiales_bacterium_1_7_47FAA","2|1239|186801|186802|||457421",0,0,0,0,0,0,0,8391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Intestinimonas_butyriciproducens","2|1239|186801|186802||1392389|1297617",0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,3625,0,0,0,0,0,0,2627,0,2184,0,0,0,0,0,0,0,0,963,0,32775,0,0,0,0,0,0,1395,0,0,0,0,0,0,0,0,1575,0,812,0,0,187,0,0,1696
"s__Lawsonibacter_asaccharolyticus","2|1239|186801|186802||2172004|2108523",0,0,0,0,0,1425,0,0,0,469,0,0,0,0,0,805,0,1316,0,0,0,0,0,0,0,0,0,0,864,240,5869,0,0,0,0,0,0,0,80,0,0,3171,0,0,1078,0,0,0,2840,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,234,0
"s__Monoglobus_pectinilyticus","2|1239|186801|186802||2039302|1981510",0,1536,8832,0,2702,4895,0,0,42,503,0,907,0,2436,0,0,0,0,0,0,89656,504591,3041,8743,0,0,25531,10264,284,2840,58837,26086,939,26802,0,2426,6760,12946,16233,21323,546,11289,0,163,12910,25203,24123,16889,0,880,13247,10749,0,0,0,0,10189,46427,20773,0,2140,0,0,0,22701,38654
"s__Anaerofustis_stercorihominis","2|1239|186801|186802|186806|264995|214853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13280,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0
"s__Eubacterium_callanderi","2|1239|186801|186802|186806|1730|53442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s__Eubacterium_dolichum_CAG_375","2|1239|186801|186802|186806|1730|1263076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,0
"s__Eubacterium_eligens","2|1239|186801|186802|186806|1730|39485",7137,0,0,0,0,0,7751,0,9564,0,2371,1489,0,0,100,2549,0,0,12403,0,4628,0,25756,1991,0,32,0,0,37574,5734,0,0,13323,540,4451,322,8019,2318,0,35,0,51910,0,0,2010,0,0,3725,9790,33,420,1529,0,4336,1438,1463,0,65,5968,0,0,0,0,0,2755,0
"s__Eubacterium_hallii","2|1239|186801|186802|186806|1730|39488",38009,211417,145934,42677,29321,121569,366171,30916,78399,86355,242007,44239,16352,35141,20544,17040,23581,95358,28954,82902,101344,230829,58539,123232,145018,98455,83051,95221,34271,85746,12989,188394,44878,431428,21817,21945,23920,144976,53117,70961,211957,175517,4064,11195,40823,47199,24126,148149,33402,25498,234410,55167,12894,414695,80278,121650,60540,46053,404552,58569,126526,57069,101698,159011,136031,75796
"s__Eubacterium_ramulus","2|1239|186801|186802|186806|1730|39490",920,24830,3401,0,547,0,65240,0,23735,10475,39011,13862,0,0,2201,4646,2548,729,0,0,0,0,3322,1648,1597,0,1022,37463,8506,12100,0,18376,836,2188,0,0,1209,12581,0,11618,4993,6060,0,0,10471,4251,3776,4387,7920,2834,0,2519,12188,2017,790,40274,0,0,431,88,4515,11034,0,0,14504,22631
"s__Eubacterium_sp_CAG_180","2|1239|186801|186802|186806|1730|1262882",0,0,8081,7267,0,46488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29123,0,20571,0,0,0,0,0,0,0,0,0,0,0,5923,50330,0,0,0,78139,0,0,0,15347,0,0,13948,0,0,0,0,0,0,0,0,0,0,938,41739,23581,31140,0,0,0
"s__Eubacterium_sp_CAG_251","2|1239|186801|186802|186806|1730|1262886",0,0,0,0,1614,4727,0,0,40756,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,0,0,0,14684,0,0,0,0,0,0,24401,0,0,0,0,0,0,0,0,0,0,0,0
"s__Eubacterium_sp_CAG_274","2|1239|186801|186802|186806|1730|1262888",0,0,0,0,103,6826,6952,45266,716,5914,4358,763,0,35,0,0,0,0,0,8780,0,0,2902,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6734,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0,3409,803,0,15311,0,0
